iter	MultiClass
550	0.3024447233
551	0.3019397495
552	0.3017626004
553	0.3013828541
554	0.30107296
555	0.3007213943
556	0.3005124404
557	0.3002128709
558	0.2999486726
559	0.2996835013
560	0.2993784199
561	0.2990836321
562	0.2988285075
563	0.2985247749
564	0.2981991037
565	0.2979317386
566	0.297715172
567	0.2974812492
568	0.2971503131
569	0.2969209024
570	0.2966968112
571	0.2963777528
572	0.2960519798
573	0.2957963385
574	0.2955636209
575	0.2952720113
576	0.2950152017
577	0.2946905292
578	0.2944330319
579	0.2940996352
580	0.2938441601
581	0.2936530215
582	0.293434861
583	0.2932385278
584	0.2929682252
585	0.2926652438
586	0.2924091758
587	0.2921367082
588	0.2919820626
589	0.2916740364
590	0.2913671678
591	0.2911565091
592	0.2908548895
593	0.2905616427
594	0.2903324915
595	0.2899748491
596	0.2897433956
597	0.2895036688
598	0.2892983641
599	0.289056253
600	0.2888851918
601	0.2886732284
602	0.2885169479
603	0.2883042957
604	0.2879399643
605	0.2877414514
606	0.2874977499
607	0.2872924505
608	0.2870911884
609	0.2868894439
610	0.2866513538
611	0.2863128405
612	0.2860418395
613	0.285854726
614	0.2856038206
615	0.2853543342
616	0.2850806338
617	0.2848154668
618	0.2845522738
619	0.2843049385
620	0.283969846
621	0.283707368
622	0.2833682451
623	0.2831491868
624	0.2829366983
625	0.2827223283
626	0.2823819504
627	0.2821266571
628	0.2819082641
629	0.2816896781
630	0.2813786088
631	0.2810576848
632	0.2807486522
633	0.2806350756
634	0.28038342
635	0.2801251998
636	0.2798858242
637	0.2795505572
638	0.2793978255
639	0.2792440848
640	0.2790349167
641	0.2788746088
642	0.2786791635
643	0.278452077
644	0.2783877175
645	0.2781660482
646	0.2779531939
647	0.2777681335
648	0.277542089
649	0.277405015
650	0.2771534447
651	0.2769779206
652	0.2766656019
653	0.2763757908
654	0.2763550942
655	0.2762616917
656	0.27600878
657	0.2757716391
658	0.2755523755
659	0.2752666795
660	0.2750287768
661	0.274830454
662	0.2746433044
663	0.2744128868
664	0.2741889595
665	0.2739192709
666	0.2737200638
667	0.2735148562
668	0.273286899
669	0.273021976
670	0.2728137864
671	0.2725541043
672	0.2723510023
673	0.2721165305
674	0.2719201499
675	0.2717315821
676	0.2715103666
677	0.2712611437
678	0.2709090679
679	0.2707440591
680	0.2704760676
681	0.2702054504
682	0.2700741533
683	0.2699382236
684	0.269743954
685	0.2694990172
686	0.2693141335
687	0.2690753885
688	0.2688434318
689	0.2687390583
690	0.2684428759
691	0.2682095882
692	0.2680387644
693	0.267874556
694	0.2676648471
695	0.2674826306
696	0.2672928367
697	0.2671030666
698	0.2668984317
699	0.2665697436
700	0.2663288816
701	0.266109475
702	0.2659074401
703	0.2656865307
704	0.2654143135
705	0.2652056625
706	0.2649237939
707	0.2647761659
708	0.264511931
709	0.2643446545
710	0.2640298489
711	0.2638685985
712	0.2635477825
713	0.2632510759
714	0.2630355064
715	0.2629101999
716	0.2626709587
717	0.2625416525
718	0.2623947207
719	0.2622101184
720	0.2620252757
721	0.2619023621
722	0.2617298784
723	0.2615047659
724	0.2612625895
725	0.261011788
726	0.2608591586
727	0.2605540862
728	0.2603885227
729	0.2602799235
730	0.2600920118
731	0.2599078603
732	0.2597950112
733	0.2596220459
734	0.2595598747
735	0.2593562065
736	0.2592054093
737	0.2590478729
738	0.2588238002
739	0.2586166619
740	0.2584116525
741	0.2582308007
742	0.2580149913
743	0.2578426182
744	0.2576864272
745	0.2574788968
746	0.2572845262
747	0.2569894688
748	0.2568121314
749	0.2566562659
750	0.2564631718
751	0.2561747356
752	0.2560628607
753	0.2559325959
754	0.2557134596
755	0.255567799
756	0.2554141579
757	0.2552413671
758	0.2550919564
759	0.2548824936
760	0.2546896424
761	0.2545085328
762	0.2542632819
763	0.2539851813
764	0.2537039414
765	0.2534626702
766	0.2533630282
767	0.2531147219
768	0.2528667638
769	0.2526684909
770	0.2524369334
771	0.252313327
772	0.2521187084
773	0.2520247668
774	0.2518788675
775	0.2517311661
776	0.2515656361
777	0.2513699942
778	0.2512680026
779	0.2510833572
780	0.2508567755
781	0.2506969954
782	0.2505669456
783	0.250275809
784	0.2501281921
785	0.2498970525
786	0.2497561039
787	0.24952306
788	0.2493833546
789	0.2492766504
790	0.2489984099
791	0.2488359054
792	0.2486986092
793	0.2484102549
794	0.2483167829
795	0.2480951722
796	0.2479926723
797	0.2477954441
798	0.2477189103
799	0.2476563178
800	0.2474475437
801	0.2472237371
802	0.2470492073
803	0.2468296135
804	0.2465708264
805	0.2463367013
806	0.2461934096
807	0.2459709689
808	0.2457922278
809	0.2455964001
810	0.2455477075
811	0.2453431607
812	0.2451924538
813	0.2450496543
814	0.2448402369
815	0.2445362404
816	0.2443990965
817	0.2443000967
818	0.2441782923
819	0.2439887268
820	0.243670396
821	0.2434786396
822	0.2433300938
823	0.2431580116
824	0.2429372645
825	0.2427973119
826	0.2426394037
827	0.2424592661
828	0.2422375678
829	0.242108032
830	0.2417854692
831	0.2416798967
832	0.2415391293
833	0.2413929214
834	0.2411206068
835	0.2409124567
836	0.2408101268
837	0.2406698481
838	0.2404916804
839	0.2403181055
840	0.2401322852
841	0.2400877875
842	0.2399630679
843	0.239758947
844	0.2396154278
845	0.2394298878
846	0.2393356643
847	0.2391659158
848	0.2390378784
849	0.2389210858
850	0.2388320313
851	0.2387288887
852	0.2385257902
853	0.2383232195
854	0.2381475318
855	0.2380842738
856	0.2378758574
857	0.23767957
858	0.2374855981
859	0.2373536615
860	0.2372132496
861	0.2370712814
862	0.2368405123
863	0.2367320021
864	0.23661805
865	0.2363421573
866	0.2361364278
867	0.2360030309
868	0.2358346022
869	0.2356485113
870	0.2355336665
871	0.2354425221
872	0.2353724294
873	0.2352295515
874	0.2350745627
875	0.2349963985
876	0.2348649857
877	0.2347116863
878	0.2345455886
879	0.2343398422
880	0.2341588069
881	0.2340263963
882	0.2338781969
883	0.2337752092
884	0.2336332763
885	0.2335509932
886	0.2333621664
887	0.2332494486
888	0.2331375848
889	0.2329224462
890	0.2327285275
891	0.2326315375
892	0.2325093744
893	0.2323080587
894	0.2321356226
895	0.2319891404
896	0.231915656
897	0.2318218572
898	0.2316422285
899	0.2315731814
900	0.2314544819
901	0.231320555
902	0.2311288166
903	0.2310495932
904	0.2309117162
905	0.2307505585
906	0.2305730645
907	0.2304578252
908	0.2303031188
909	0.2301529247
910	0.2299817649
911	0.2298190916
912	0.2296281155
913	0.2293697209
914	0.2293065406
915	0.2291049776
916	0.2289788358
917	0.2289069057
918	0.2288382444
919	0.2286892848
920	0.2285640135
921	0.2285149141
922	0.2283010028
923	0.2281214212
924	0.2280579388
925	0.2279563195
926	0.2278198539
927	0.2276302796
928	0.227452096
929	0.2273205835
930	0.227198194
931	0.2270690287
932	0.2269738931
933	0.2268561011
934	0.2267740992
935	0.2266269674
936	0.2264885891
937	0.2264341542
938	0.2262717687
939	0.2261496507
940	0.2260039711
941	0.2259742005
942	0.225933146
943	0.2257774388
944	0.2256565929
945	0.2255888965
946	0.225486955
947	0.2253561315
948	0.2252743769
949	0.2251042817
950	0.2249910008
951	0.2248426379
952	0.2245926825
953	0.2243988214
954	0.2242076162
955	0.223997786
956	0.2239036874
957	0.2237743245
958	0.2236541249
959	0.223498058
960	0.2232901146
961	0.2232503926
962	0.2231069987
963	0.2229716606
964	0.222812777
965	0.2226543093
966	0.2225265283
967	0.2224626327
968	0.2223640263
969	0.2221916228
970	0.2220100742
971	0.2218609862
972	0.2217794751
973	0.2216409712
974	0.2215535573
975	0.2214446265
976	0.2212722898
977	0.2211890662
978	0.2209742048
979	0.2207738637
980	0.2206138495
981	0.2204258857
982	0.2203283482
983	0.2201334378
984	0.2199764781
985	0.2198354389
986	0.2197145186
987	0.219545318
988	0.2194066013
989	0.2192423835
990	0.2190638171
991	0.2189112951
992	0.2188396598
993	0.2185618981
994	0.2184112219
995	0.2182339888
996	0.2181209618
997	0.2179932263
998	0.2178917493
999	0.2177568686
